word_id,ur_meaning,en_meaning
869,ان لوگوں کے,those who
870,جنہوں نے ظلم کیا تھا,wronged
871,عذاب,a punishment
872,سے,from
873,آسمان,the sky
874,بوجہ اس کے جو,because
875,تھے وہ,they were
876,وہ نافرمانی کرتے,defiantly disobeying
877,اور جب,And when
878,پانی مانگا,asked (for) water
879,موسیٰ نے,Musa
880,اپنی قوم کے لئے,for his people
881,تو کہا ہم نے,[so] We said
882,مارو,Strike
883,ساتھ اپنے عصا کے,with your staff
884,اس پتھر کو,the stone
885,تو پھوٹ پڑے / بہہ نکلے,Then gushed forth
886,اس سے,from it
887,دو,(of)
888,دس (بارہ),twelve
889,چشمے,springs
890,تحقیق,Indeed
891,جان لیا,knew
892,تمام,all
893,لوگوں نے / گروہوں نے,(the) people
894,اپنے پنگھٹ کو / اپنی پینے کی جگہ کو,their drinking place
895,کھاؤ,Eat
896,اور پیو,and drink
897,سے,from
898,رزق (رزق سے),(the) provision (of)
899,اللّٰهِ,Allah
900,اورنہیں,and (do) not
901,تم فساد کرتے پھرو,act wickedly
902,میں,in
903,زمین,the earth
904,فسادی بن کر,spreading corruption
905,اور جب,And when
906,کہا,you said
907,اے موسیٰ,O Musa
908,ہرگز نہیں,Never (will)
909,ہم صبر کریں گے,we endure
910,اوپر,[on]
911,کھانے کے,food
912,ایک,(of) one (kind)
913,پس تم دعا کرو,so pray
914,ہمارے لئے,for us
915,اپنے رب سے,(to) your Lord
916,وہ نکالے,to bring forth
917,ہمارے لئے,for us
918,اس میں سے جو,out of what
919,اگاتی ہے,grows
920,زمین (یعنی),the earth
921,سے,of
922,سبزی اس کی سے,its herbs
923,اور ککڑی اس کی سے,[and] its cucumbers
924,لہسن اس کے سے,[and] its garlic
925,مسور اس کی سے,[and] its lentils
926,پیاز اس کی سے,and its onions
927,کہا,He said
928,تم بدلنا چاہتے ہو,Would you exchange
929,اسے جو,that which
930,وہ,[it]
931,کم تر ہے,(is) inferior
932,بدلے اس کے جو,for that which
933,وہ,[it]
934,بہتر ہے,(is) better
935,اتر جاؤ (بلند مقام سے),Go down
936,کسی شہر میں,(to) a city
937,تو بیشک,so indeed
938,تمہارے لئے ہے,for you
939,جو,(is) what
940,سوال کیا تم نے / مانگا تم نے,you have asked (for)
941,اور ماری گئی / مسلط کی گئی,And were struck
942,اوپر ان کے,on them
943,ذلت,the humiliation
944,اور مسکنت,and the misery
945,اور وہ لوٹے,and they drew on themselves
946,ساتھ غضب کے,wrath
947,طرف سے,of
948,اللہ,Allah
949,یہ,That (was)
950,بوجہ اسکے کہ بیشک وہ,because they
951,تھے وہ,used to
952,وہ کفر کرتےرہتے تھے,disbelieve
953,ساتھ آیات کے,in (the) Signs
954,اللہ,(of) Allah
955,اور قتل کر ڈالتے تھے,and kill
956,نبیوں کو,the Prophets
957,بغیر,without (any)
958,حق کے,[the] right
959,یہ,That
960,بوجہ اس کے,(was) because
961,وہ نافرمانی کرتے تھے,they disobeyed
962,اور تھے وہ,and they were
963,حد سےنکل جاتے,transgressing
964,بیشک,Indeed
965,وہ لوگ,those who
966,جو ایمان لائے,believed
967,اور وہ لوگ,and those who
968,جو یہودی بن بیٹھے,became Jews
969,اور جو نصرانی ہیں / عیسائی ہیں,and the Christians
970,اور وہ جو صابی ہیں,and the Sabians
971,جو کوئی,who
972,ایمان لایا,believed
973,ساتھ اللہ کے,in Allah
974,اور یوم,and the Day
975,آخرت کے,[the] Last
976,اور اس نےعمل کئیے,and did
977,نیک,righteous deeds
978,تو ان کے لئے,so for them
979,اجر ہے ان کا,their reward
980,پاس,(is) with
981,ان کے رب کے,their Lord
982,اور نہیں,and no
983,کوئی خوف,fear
984,ان پہ,on them
985,اور نہ,and not
986,وہ,they
987,وہ غمگین ہونگے,will grieve
988,اور جب,And when
989,لیا ہم نے,We took
990,پختہ / پکا عہد تم سے,your covenant
991,اوراٹھایا ہم نے,and We raised
992,اوپر تمہارے,over you
993,طور کو,the mount
994,پکڑو,Hold
995,جو,what
996,دیا ہم نے تم کو,We have given you
997,ساتھ قوت کے,with strength
998,اور یاد کرو,and remember
999,جو,what
1000,اس میں ہے,(is) in it
1001,تاکہ تم,perhaps you
1002,تم متقی بن جاو,(would become) righteous
1003,پھر,Then
1004,منہ پھیرلیا تم نے,you turned away
1005,سے,from
1006,بعد,after
1007,اس کے,that
1008,تو اگر نہیں,So if not
1009,فضل ہوتا,(for the) Grace
1010,اللہ کا,(of) Allah
1011,اوپر تمہارے,upon you
1012,اور رحمت اس کی,and His Mercy
1013,البتہ ہوتے تم,surely you would have been
1014,میں سے,of
1015,خسارہ پانے والے,the losers
1016,اور البتہ تحقیق,And indeed
1017,جان لیا تم نے,you knew
1018,ان لوگوں کو,those who
1019,جنہوں نے زیادتی کی,transgressed
1020,تم میں سے,among you
1021,میں,in
1022,ہفتے کے دن میں / سبت (کے بارے),the (matter of) Sabbath
1023,تو کہا ہم نے,So We said
1024,ان کے لئے,to them
1025,ہوجاؤ,Be
1026,بندر,apes
1027,ذلیل / دھتکارے ہوئے,despised
1028,تو بنادیا ہم نے ان کو,So We made it
1029,عبرت,a deterrent punishment
1030,واسطے اس کے جو,for those
1031,درمیان,(in) front
1032,اس کے ساتھ,(of) them
1033,اور واسطے ان کے جو,and those
1034,ان کے پیچھے ہوں گے,after them
1035,اور نصیحت,and an admonition
1036,متقیوں کے لئے,for those who fear (Allah)
1037,اور جب,And when
1038,کہا,said
1039,موسیٰ نے,Musa
1040,اپنی قوم سے,to his people
1041,بیشک,Indeed
1042,اللہ تعالیٰ,Allah
1043,حکم دیتا ہے تم کو,commands you
1044,یہ کہ,that
1045,تم ذبح کرو,you slaughter
1046,ایک گائے,a cow
1047,انہوں نے کہا,They said
1048,کیا تم کرتے ہو ہم سے,Do you take us
1049,مذاق,(in) ridicule
1050,اس نے کہا ( موسیٰ ),He said
1051,میں پناہ مانگتا ہوں,I seek refuge
1052,اللہ کی (اس بات سے),in Allah
1053,کہ,that
1054,میں ہوجاؤں,I be
1055,سے,among
1056,جاہلوں میں سے,the ignorant
1057,انہوں نے کہا,They said
1058,دعا کرو,Pray
1059,ہمارے لئے,for us
1060,اپنے رب سے,(to) your Lord
1061,وہ بیان کرے / وہ واضح کرے,to make clear
1062,ہمارے لئے,to us
1063,کیسی ہو,what
1064,وہ,it (is)
1065,کہا,He said
1066,بیشک وہ,Indeed He
1067,وہ فرماتا ہے,says
1068,بیشک وہ,[Indeed] it
1069,ایسی گائے ہو,(is) a cow
1070,نہ,not
1071,بوڑھی,old
1072,اورنہ,and not
1073,جوان,young
1074,درمیان عمر ہو,middle aged
1075,درمیان,between
1076,اس کے,that
1077,تو کرو,so do
1078,جو,what
1079,جو تم حکم دئیے جاتے ہو,you are commanded
1080,انہوں نے کہا,They said
1081,دعا کرو,Pray
1082,ہمارے لئے,for us
1083,اپنے رب سے,(to) your Lord
1084,وہ بیان کرے,to make clear
1085,ہمارے لئے,to us
1086,کیسا ہو,what
1087,رنگ اس کا,(is) its color
1088,کہا (موسیٰ ),He said
1089,بیشک وہ,Indeed He
1090,وہ فرماتا ہے,says
1091,بیشک وہ,'[Indeed] it is
1092,ایک گائے ہو,a cow
1093,زرد رنگ کی,yellow
1094,چمکیلا / عمدہ / خوب گہرا ہو,bright
1095,رنگ اس کا,(in) its color
1096,خوش کرتی ہو / بھلی لگے وہ,pleasing
1097,دیکھنے والوں کو,(to) those who see (it).'
1098,انہوں نے کہا,They said
1099,دعا کرو,Pray
1100,ہمارے لئے,for us
1101,اپنے رب سے,(to) your Lord
1102,وہ بیان کرے,to make clear
1103,ہمارے لئے,to us
1104,کیسی ہو,what
1105,وہ,it (is)
1106,بیشک,Indeed
1107,گائیں,[the] cows
1108,مشتبہ ہوگئی ہیں,look alike
1109,اوپر ہمارے,to us
1110,اور بیشک ہم,And indeed we
1111,اگر,if
1112,چاہا,wills
1113,اللہ نے,Allah
1114,البتہ پالینے والے ہیں,(will) surely be those who are guided
1115,کہا,He said
1116,بیشک وہ,Indeed He
1117,وہ فرماتا ہے,says
1118,بیشک وہ,[Indeed] it
1119,ایسی گائے ہو,(is) a cow
1120,نہ ہو,not
1121,مطیع,trained
1122,کہ ہل چلاتی ہو / پھاڑتی ہو,to plough
1123,زمین کو,the earth
1124,اور نہ,and not
1125,پانی پلاتی ہو / سیراب کرتی ہو,water
1126,کھیتی کو,the field
1127,مکمل ہو / صحیح سلامت ہو,sound
1128,نہیں / نہ ہو,no
1129,کوئی داغ / نشان / علامت,blemish
1130,اس میں,in it
1131,انہوں نے کہا,They said
1132,اب,Now
1133,تو لایا ہے,you have come
1134,حق کو / صحیح بات کو,with the truth
1135,تو انہوں نے ذبح کیا اس کو,So they slaughtered it
1136,اور نہ,and not
1137,لگتے تھے کہ,they were near
1138,وہ کرتے,(to) doing (it)
1139,اور جب,And when
1140,قتل کیا تم نے,you killed
1141,ایک نفس / ایک جان,a man
1142,پھر ایک دوسرے پر ڈالنے لگے تم/ باہم الزام دھرنے لگے تم,then you disputed
1143,اس کے بارے میں,concerning it
1144,اوراللہ تعالیٰ,but Allah
1145,نکالنے والا تھا,(is) the One Who brought forth
1146,کو,what
1147,تھے تم,you were
1148,تم چھپاتے,concealing
1149,پس کہا ہم نے,So We said
1150,مارو اس کو,Strike him
1151,ساتھ اس کے بعض حصے کے,with a part of it
1152,اسی طرح,Like this
1153,زندہ کرتا ہے,revives
1154,اللہ,Allah
1155,مردوں کو,the dead
1156,اور وہ دکھاتا ہے تم کو,and shows you
1157,اپنی نشانیاں,His Signs
1158,تاکہ تم,perhaps you may
1159,تم عقل سے کام لو,use your intellect
1160,پھر,Then
1161,سخت ہوگئے,hardened
1162,دل تمہارے,your hearts
1163,بعد,from
1164,نا معلوم,after
1165,اس کے,that
1166,تو وہ (ہوگئے),so they
1167,مانند پتھروں کے / پتھروں کی طرح,(became) like [the] stones
1168,یا,or
1169,زیادہ شدید,stronger
1170,سختی میں,(in) hardness
1171,اور بیشک,And indeed
1172,سے,from
1173,پتھروں ( میں سے) بعض,the stones
1174,یقیناً (وہ ہے)  جو,certainly (there are some) which
1175,پھوٹ پڑتی ہیں,gush forth
1176,اس سے,from it
1177,نہریں,[the] rivers
1178,اور بیشک,and indeed
1179,ان میں سے بعض,from them
1180,یقیناً (وہ ہے) جو,certainly (there are some) which
1181,شق ہوجاتا ہے / پھٹ جاتا ہے,split
1182,پھر نکل آتا ہے,so comes out
1183,اس سے,from it
1184,پانی,[the] water
1185,اوربیشک,and indeed
1186,ان (میں سے) بعض,from them
1187,یقیناً (وہ ہے) جو,certainly (there are some) which
1188,گرپڑتا ہے,fall down
1189,سے,from
1190,خوف,fear
1191,اللہ کے,(of) Allah
1192,اورنہیں,And not
1193,اللہ,(is) Allah
1194,غافل,unaware
1195,اس سے جو,of what
1196,تم عمل کرتے ہو,you do
1197,کیاپھر تم امید رکھتے ہو,Do you hope
1198,کہ,that
1199,وہ ایمان لائیں گے,they will believe
1200,تمہارے لئے,[for] you
1201,حالانکہ تحقیق,while indeed
1202,ہے,(there) has been
1203,ایک گروہ,a party
1204,ان میں سے,of them
1205,وہ سنتا ہے,(who used to) hear
1206,وہ سنتا ہے,(the) words
1207,اللہ کا,(of) Allah
1208,پھر,then
1209,وہ تحریف کر ڈالتے ہیں اس کی,they distort it
1210,نا معلوم,from
1211,بعد,after
1212,اس کے جو,[what]
1213,سمجھ لیا انہوں نے اس کو,they understood it
1214,اور وہ,while they
1215,وہ جانتے ہیں,know
1216,اور جب,And when
1217,وہ ملاقات کرتے ہیں,they meet
1218,ان لوگوں سے,those who
1219,جو ایمان لائے,believe[d]
1220,وہ کہتے ہیں,they say
1221,ہم ایمان لائے,We have believed
1222,اورجب,But when
1223,علیحدہ ہوتے ہیں,meet in private
1224,بعض ان کے,some of them
1225,طرف,with
1226,بعض کے,some (others)
1227,وہ کہتے ہیں,they say
1228,کیاتم باتیں بتاتے ہو ان کو,Do you tell them
1229,ساتھ اس کے جو,what
1230,کھولا ہے,has
1231,اللہ نے,Allah
1232,اوپر تمہارے,to you
1233,تاکہ وہ جھگڑا کریں تم سے,so that they argue with you
1234,ساتھ اس کے,therewith
1235,پاس,before
1236,تمہارے رب کے,your Lord
1237,کیا پھر نہیں,Then do (you) not
1238,تم سمجھتے,understand
1239,کیا نہیں,Do not
1240,وہ جانتے,they know
1241,بیشک,that
1242,اللہ,Allah
1243,وہ جانتا ہے,knows
1244,جو,what
1245,وہ چھپاتے ہیں,they conceal
1246,اور جو,and what
1247,وہ ظاہر کرتے ہیں,they declare
1248,اور ان میں سے کچھ,And among them
1249,ان پڑھ ہیں,(are) unlettered ones
1250,نہیں,(who) do not
1251,وہ جانتے,know
1252,کتاب کو,the book
1253,سوائے,except
1254,خواہشات کے,wishful thinking
1255,اورنہیں ہیں,and not
1256,وہ,they
1257,مگر,(do anything) except
1258,وہ گمان رکھتے,guess
1259,پس ہلاکت ہے ان لوگوں کے لئے,So woe
1260,ان لوگوں کے لئیے,to those who
1261,جو لکھتے ہیں,write
1262,کتاب کو,the book
1263,ساتھ اپنے ہاتھوں کے,with their (own) hands
1264,پھر,then
1265,وہ کہتے ہیں,they say
1266,یہ,This
1267,سے,(is)
1268,طرف,from
1269,اللہ کے,Allah
1270,تاکہ وہ لیں,to barter
1271,بدلے اس کے,with it
1272,قیمت,(for) a price
1273,تھوڑی,little
1274,پس ہلاکت ہے,So woe
1275,ان کے لئے,to them
1276,اس سے جو,for what
1277,لکھا,have written
1278,ان کے ہاتھوں سے,their hands
1279,اورہلاکت ہے,and woe
1280,ان کے لئے,to them
1281,اس سے جو,for what
1282,وہ کماتے ہیں,they earn
1283,اور وہ کہتے ہیں,And they say
1284,ہرگز نہیں,Never
1285,چھوئے گی ہم کو,will touch us
1286,آگ,the Fire
1287,مگر,except
1288,دن,(for) days
1289,گنتی کے / گنے چنے,numbered
1290,کہ دیجئے,Say
1291,کیا تم نے لے رکھا ہے,Have you taken
1292,پاس سے,from
1293,اللہ کے,Allah
1294,کوئی عہد,a covenant
